"count_of_rule_follows","Group","groupid","rule"
108,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
134,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
127,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
133,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
135,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
101,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
101,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
109,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
137,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
98,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
134,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
130,"Pile-on Group 1","Group 1","Pile-on"
100,"Pile-on Group 1","Group 1","Pile-on"
135,"Pile-on Group 1","Group 1","Pile-on"
133,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
136,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
130,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
135,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
127,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
132,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
143,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
103,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
97,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
135,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
133,"Pile-on Group 1","Group 1","Pile-on"
98,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
97,"Pile-on Group 1","Group 1","Pile-on"
105,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
100,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
108,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
94,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
96,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
139,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
109,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
96,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
130,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
101,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
93,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
103,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
105,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
103,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
100,"Pile-on Group 1","Group 1","Pile-on"
132,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
148,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
130,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
100,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
103,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
127,"Pile-on Group 1","Group 1","Pile-on"
97,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
144,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
127,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
108,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
99,"Pile-on Group 1","Group 1","Pile-on"
105,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
136,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
101,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
133,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
133,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
130,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
101,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
108,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
109,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
103,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
94,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
98,"Pile-on Group 1","Group 1","Pile-on"
127,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
134,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
130,"Pile-on Group 1","Group 1","Pile-on"
108,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
109,"Pile-on Group 1","Group 1","Pile-on"
134,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
135,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
128,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
105,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
100,"Pile-on Group 1","Group 1","Pile-on"
136,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
97,"Pile-on Group 1","Group 1","Pile-on"
133,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
115,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
103,"Pile-on Group 1","Group 1","Pile-on"
98,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
133,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
109,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
110,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
108,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
102,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
111,"Pile-on Group 1","Group 1","Pile-on"
124,"Pile-on Group 1","Group 1","Pile-on"
127,"Pile-on Group 1","Group 1","Pile-on"
132,"Pile-on Group 1","Group 1","Pile-on"
129,"Pile-on Group 1","Group 1","Pile-on"
96,"Pile-on Group 1","Group 1","Pile-on"
108,"Pile-on Group 1","Group 1","Pile-on"
125,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
104,"Pile-on Group 1","Group 1","Pile-on"
92,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
136,"Pile-on Group 1","Group 1","Pile-on"
97,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
122,"Pile-on Group 1","Group 1","Pile-on"
103,"Pile-on Group 1","Group 1","Pile-on"
116,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
118,"Pile-on Group 1","Group 1","Pile-on"
114,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
119,"Pile-on Group 1","Group 1","Pile-on"
130,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
120,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
131,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
126,"Pile-on Group 1","Group 1","Pile-on"
107,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
137,"Pile-on Group 1","Group 1","Pile-on"
121,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
117,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
108,"Pile-on Group 1","Group 1","Pile-on"
112,"Pile-on Group 1","Group 1","Pile-on"
113,"Pile-on Group 1","Group 1","Pile-on"
123,"Pile-on Group 1","Group 1","Pile-on"
127,"Pile-on Group 1","Group 1","Pile-on"
106,"Pile-on Group 1","Group 1","Pile-on"
109,"Pile-on Group 1","Group 1","Pile-on"
